deu-enh,eng,warning,Qid_detail
bruege,stock,warningKONTEXT,Q3075310
brue von fischen vnde persig gesoten,fish stock,,Q5454675
brue von fischenn,fish stock,,Q5454675
brue von wasser,water broth,,Q107246817
bruee,stock,warningKONTEXT,Q3075310
brueey,stock,warningKONTEXT,Q3075310
brueg,stock,warningKONTEXT,Q3075310
bruegin,stock,warningKONTEXT,Q3075310
bruehe,stock,warningKONTEXT,Q3075310
bruelin,stock,warningKONTEXT,Q3075310
bruelyn,stock,warningKONTEXT,Q3075310
bruesten der huenre,chicken breast,,Q2607161
bruewe,stock,warningPOS,Q3075310
bruey von fign,fig broth,,Q107246603
brüg,stock,warningKONTEXT,Q3075310
brügen,stock,warningKONTEXT,Q3075310
brügg,stock,warningKONTEXT,Q3075310
bruhe,stock,warningKONTEXT,Q3075310
brun,plum,,Q12372598
brün chress,watercress,,Q150452
brun kreß,watercress,,Q150452
brun wasser,well water,,Q1881858
brunn wasser,well water,,Q1881858
brunnen,water,,Q283
brunnenkresse,watercress,,Q150452
bruo,stock,warningKONTEXT,Q3075310
bruot,bread,,Q7802
brust,chicken breast,,Q2607161
brust des huones,chicken breast,,Q2607161
brüste,chicken breast,,Q2607161
brüwe,chicken breast,,Q2607161
bruwe,stock,warningKONTEXT,Q3075310
bruye,stock,warningKONTEXT,Q3075310
bry,stock,warningKONTEXT,Q3075310
bry von bonen,broad bean broth,,Q107313890
brye,stock,warningKONTEXT,Q3075310
buche,crayfish belly,,Q107246475
buech,crayfish belly,,Q107246475
bueche,crayfish belly,,Q107246475
buechen,crayfish belly,,Q107246475
buergele,purslane,,Q159554
buergele stingel,purslane,,Q159554
buergelstingel,purslane,,Q159554
bulfer,powder,warningKONTEXT,Q2908004
bulffer,powder,warningKONTEXT,Q2908004
bülsen,henbane,,Q161058
bulte,unsolved,,Q0
buluer,powder,warningKONTEXT,Q2908004
buluers,powder,warningKONTEXT,Q2908004
buonn bluost,broad bean blossom,,Q0
burätz,borage,,Q147075
buraetz,borage,,Q147075
buraetz bluomen,borage,,Q147075
burczen,spice,,Q42527
burgele,purslane,,Q158015
burretsch,borage,,Q147075
burtzel,purslane,,Q158015
burtzelkrut,purslane,,Q158015
burtzeln,purslane,,Q158015
buter,butter,,Q34172
buter wecke,unsolved,,Q0
butern,butter,,Q34172
butte,rose hip,,Q46740
butten,rose hip,,Q46740
buttern,butter,,Q34172
bybenelle,salad burnet,,Q163799
bybenellen,salad burnet,,Q163799
byber zceil,beaver tail,,Q96756739
bybprat,game meat,,Q19862498
byeer,beer,,Q44
byern,pear,,Q13099586
bymen zelten,gingerbread for sauce,,Q1468150
byren,pear,,Q13099586
byrn,pear,,Q13099586
bytter vsz den koipfen,part of the crayfish,,Q96756089
cadelkören,date,,Q1652093
calamentum,corn mint,,Q160585
calami aromatici,sweet flag,,Q158008
calamus,sweet flag,,Q158008
calb,veal,,Q957434
caldament,tripe,,Q470873
calmes,sweet flag,,Q158008
calmus,sweet flag,,Q158008
camille,chamomile,,Q28437
camomilla,chamomile,,Q28437
campfor,camphor,,Q181559
campfors,camphor,,Q181559
camphor,camphor,,Q181559
cancrorum,crayfish,,Q210959
candilati Wo1b.1,unsolved,,
candit,unsolved,,Q0
canel,cinnamon,,Q28165
canehel,cinnamon,,Q28165
canehil,cinnamon,,Q28165
cannel,cinnamon,,Q28165
cannell,cinnamon,,Q28165
cannella,cinnamon,,Q28165
cappen,unsolved,,Q0
carda momi,cardamom,,Q14625808
cardamom,cardamom,,Q14625808
cardamomi,cardamom,,Q14625808
cardamomi sam,cardamom,,Q14625808
cardamomum,cardamom,,Q14625808
cardamonium,cardamom,,Q14625808
cardann,cardamom,,Q14625808
cardemom,cardamom,,Q14625808
cardemomum,cardamom,,Q14625808
carnium,meat,,Q10990
carpobalsam,Myroxylon seed,,Q107262465
carui,caraway,,Q22978145
caryophyli,clove,,Q15622897
castanie,chestnut,,Q773987
castrawn,mutton,,Q14566073
castroenin flaisch,mutton,,Q14566073
castroenin flaissch von czagel,sheep tail meat,,Q107246744
castron,mutton,,Q14566073
castron daz vaizt vom czagel,sheep tail fat,,Q1087432
castronin,mutton,,Q14566073
castronin flaisch,mutton,,Q14566073
castronin flaissch,mutton,,Q14566073
castroninn flaisch,mutton,,Q14566073
castronn,sheep kidney,warningPARTof,Q107246740
castronn magen,sheep stomach,,Q107246743
castronny flaysch,mutton,,Q14566073
castronnyn prue,mutton stock,,Q107246648
castronyn flaissch,mutton,,Q14566073
castronyn prat,mutton,,Q14566073
castronynn flaisch,mutton,,Q14566073
cedoar,zedoary,,Q206733
cemynrintten,cinnamon,,Q28165
cenemirintten,cinnamon,,Q28165
centanicca,unsolved,,Q0
centawrea,cornflower,,Q156921
centrig,smoked meat,,Q1682434
chabiz,cabbage,,Q35051
chaees,cheese,warningKONTEXT,Q10943
chaes,cheese,warningKONTEXT,Q10943
chaesen,cheese,warningKONTEXT,Q10943
chaeslupp,milk coagulants,,Q107262072
chaess,cheese,warningKONTEXT,Q10943
chaess als schaeffinn,sheep's-milk cheese,,Q1411808
chaez,cheese,warningKONTEXT,Q10943
chalb,veal,,Q957434
chalb fleisch,veal,,Q957434
chalb koph,calf head,,Q1542282
chalbfleisch,veal,,Q957434
chalbs,veal,,Q957434
chalbs,veal,,Q957434
chalbs fleysch,veal,,Q957434
chalbs fueß,knuckle of veal,,Q1722086
chalbs chophenn,calf head,,Q1542282
chalbs haubt,calf head,,Q1542282
chalbs hawbt,calf head,,Q1542282
chalbs hiernn,calf's brains,,Q107246449
chalbs hirn,calf's brains,,Q107246449
chalbs leber,calf liver,,Q64065384
chalbs lungen,cattle lung,,Q107246461
chalbs prue,veal stock,,Q107246816
chalbs swais,calf blood,,Q107246442
chalch ,chalk,,Q183670
chalpfleisch,veal,,Q957434
chalppfleisch,veal,,Q957434
chals flungel,calf's lung,,Q68497339
chamfor,camphor,,Q181559
chanel,cinnamon,,Q28165
chaneren plurmen,cornflower,,Q156921
chapauan,capon,,Q594676
chapawn,capon,,Q594676
chapp pawn,capon,,Q594676
chappfleisch,veal,,Q957434
charbel,garden chervil,,Q21281535
charpffen,carp,,Q83355448
charphenn,carp,,Q83355448
chas,cheese analogue,warningKONTEXT,Q1568226
chasluppen,milk coagulants,,Q107262072
chaß,cheese,warningKONTEXT,Q10943
chastrawne,mutton,,Q14566073
chastron,mutton,,Q14566073
chaubecz,cabbage,,Q35051
chaz,cheese,warningKONTEXT,Q10943
chäz,cheese,warningKONTEXT,Q10943
cheas,cheese,warningKONTEXT,Q10943
cheern,apple seed,warningKONTEXT,Q100353572
chees,cheese,warningKONTEXT,Q10943
chelber fuessenn,calf's trotters,,Q107246452
chelber fuessen,calf's trotters,,Q107246452
chelber fuezzen ,calf's trotters,,Q107246452
chelberen,veal,,Q957434
chelber lungell,calf's lung,,Q68497339
chelbern,veal,,Q957434
chelbrein lungel,calf's lung,,Q68497339
chelbrein lungen,calf's lung,,Q68497339
chelbren prat,veal sausage meat,,Q107261757
chelbrenn lungel,calf's lung,,Q68497339
chelbrinn,veal,,Q957434
chelbrynn flaisch,veal,,Q957434
cheren,core,warningKONTEXT,Q152882
cherenn,core,warningKONTEXT,Q152882
chern,nut,warningKONTEXT,Q11009
cherner,rice,warningKONTEXT,Q5090
chernn,nut,warningKONTEXT,Q11009
cherpfen,carp,,Q83355448
cherphen,carp,,Q83355448
cherpffen,carp,,Q83355448
cherppfen,carp,,Q83355448
cherse,cherry,,Q196
chersen,cherry,,Q196
cherss plue,cherry blossom,,Q871991
cherssen plue,cherry blossom,,Q871991
ches,cheese,warningKONTEXT,Q10943
chesen,cheese,warningKONTEXT,Q10943
chess,cheese,warningKONTEXT,Q10943
chewu,jaw,,Q180284
chirsen,cherry,,Q196
chitcz hirn,goat brain,,Q107246616
chla,claw,warningANIMAL,Q217605
chlaen,claw,warningANIMAL,Q217605
chlain vogel,small poultry,,Q107262076
chlain vogelein,small poultry,,Q107262076
chlainen geflugelen,small poultry,,Q107262076
chlar,egg white,,Q796758
chloen,cloven hoof,,Q1744721
chloczen,dried pear,,Q1774262
chloczenn,dried pear,,Q1774262
chnaubelech,garlic,,Q21546392
chnoblach,garlic,,Q21546392
chnoblauch,garlic,,Q21546392
chnoblauchs,garlic,,Q21546392
chnolauch,garlic,,Q21546392
chnospen von weinreben,grapevine flower,,Q107263044
chnouleach,garlic,,Q21546392
chobloch,garlic,,Q21546392
chochsilber,mercury,,Q925
choemel,caraway,,Q22978145
cholbs,veal,,Q957434
choll,charcoal,,Q177463
chopawn,capon,,Q594676
chopawner,capon,,Q594676
chopfel,chicken head,,Q107246466
choren plue,cornflower,,Q156921
choren plum,cornflower,,Q156921
chornpluemen,cornflower,,Q156921
chornplume,cornflower,,Q156921
chornplümen,cornflower,,Q156921
chottern,quince,,Q2751465
chraeuter,herb,warningKONTEXT,Q207123
chraeutter,herb,warningKONTEXT,Q207123
chraeuttern,herb,warningKONTEXT,Q207123
chraewt,herb,warningKONTEXT,Q207123
chraewttern,herb,warningKONTEXT,Q207123
chraegen,neck,warningANIMAL,Q9633
chragen,neck,warningANIMAL,Q9633
chraniperen,juniper berry,,Q3251025
chranwitper,juniper berry,,Q3251025
chranwittper,juniper berry,,Q3251025
chraucz,cabbage,warningKONTEXT,Q35051
chraewsn,crayfish,,Q210959
chraus,crayfish,,Q210959
chraeusen,crayfish,,Q210959
chraut,herb,warningKONTEXT,Q207123
chrauter,herb,warningKONTEXT,Q207123
chrautt,cabbage,warningKONTEXT,Q35051
chrautter,herb,warningKONTEXT,Q207123
chrauttern,herb,warningKONTEXT,Q207123
chrawt,herb,warningKONTEXT,Q207123
chräwt,herb,warningKONTEXT,Q207123
chrawter,herb,warningKONTEXT,Q207123
chrawtt,cabbage,warningKONTEXT,Q35051
chrawtter,herb,warningKONTEXT,Q207123
chreawtter,herb,warningKONTEXT,Q207123
chreawttern,herb,warningKONTEXT,Q207123
chrebizscheren,crayfish pincers,,Q107246478
chrebsn,crayfish,,Q210959
chrebz czaegelnn,crayfish tail,,Q107246480
chren,horse radish,,Q2964630
chreniklein,unsolved,,Q0
chressen,crayfish,,Q210959
chreubs,crayfish,,Q210959
chreubssen,crayfish,,Q210959
chreubssen czegle,crayfish tail,,Q107246480
chreussen,crayfish,,Q210959
chrewppen,crackling,,Q28650565
chrewssen,crayfish,,Q210959
chrewssen schar,crayfish pincers,,Q107246478
chrewssenn,crayfish,,Q210959
chrewtter,herb,warningKONTEXT,Q207123
chrewzz,crayfish,,Q210959
chrewzzen,crayfish,,Q210959
chrewzzfuezzen,crayfish legs,,Q107246477
chrewzzscheren,crayfish pincers,,Q107246478
chrieche,damson,,Q149195
chriechen,damson,,Q149195
chriechissch weimper,raisin,,Q13186
chriechsweimper,raisin,,Q13186
chriechweimper,raisin,,Q13186
chroes,offal,,Q157484
chropff,crop,warningKRAPF,Q214934
chroppel ,crop,warningKRAPF,Q214934
chross,offal,,Q157484
chrossen czagellen,crayfish tail,,Q107246480
chrozz,offal,,Q157484
chuam,caraway,,Q22978145
chuam,caraway,,Q22978145
chubeben,cubeb,,Q161927
chuchen,cake,,Q13276
chue chaes,cow's milk cheese,,Q6808578
chue fuesß,knuckle of veal,,Q1722086
chue lungen,cattle lung,,Q107246461
chue milch,cow milk,,Q10988133
chue milich,cow milk,,Q10988133
chuechel taig,cake dough,,Q107261743
chuee lungen,cattle lung,,Q107246461
chuee milich,cow milk,,Q10988133
chueechen,pancake,,Q44541
chueemilch,cow milk,,Q10988133
chuehen,pancake,,Q44541
chuem,caraway,,Q22978145
chuemb,caraway,,Q22978145
chuemel,caraway,,Q22978145
chuemels,caraway,,Q22978145
chuemilch,cow milk,,Q10988133
chuen chaeesen,cow's milk cheese,,Q6808578
chuerbis,calabash,,Q165308
chuerbiz,calabash,,Q165308
chuerbizz,calabash,,Q165308
chuerbizzen,calabash,,Q165308
chuerbs,calabash,,Q165308
chuerbz,calabash,,Q165308
chueten,quince,,Q2751465
chuetten,quince,,Q2751465
chuettenwasser,quince water,,Q107262146
chum,caraway,,Q22978145
chüm,caraway,,Q22978145
chumb,caraway,,Q22978145
chume,caraway,,Q22978145
chumel,caraway,,Q22978145
chumelsam,caraway,,Q22978145
chummel,caraway,,Q22978145
chümmel,caraway,,Q22978145
churbis,calabash,,Q165308
chüte,quince,,Q2751465
chüten,quince,,Q2751465
chutten,quince,,Q2751465
chütten,quince,,Q2751465
chwmb,caraway,,Q22978145
cibeben,raisin,,Q11730807
ciment,cinnamon,,Q28165
ciment rinden,cinnamon,,Q28165
cimini,cinnamon,,Q28165
ciminum,caraway,,Q22978145
cinamon,cinnamon,,Q28165
cinamonj,cinnamon,,Q28165
cittereppfell,unsolved,,Q0
cittereppfelln,unsolved,,Q0
citterneppfelnn,unsolved,,Q0
ckelbrenn prue,veal stock,,Q107246816
ckerssen,cherry,,Q196
ckoll,charcoal,,Q177463
ckranwitt vogeln,fieldfare,,Q25777
ckrawt,cabbage,warningKONTEXT,Q35051
ckrawtt ,cabbage,warningKONTEXT,Q35051
ckrenn,horse radish,,Q2964630
ckreussen ,crayfish,,Q210959
ckrewssen ,crayfish,,Q210959
ckue milich,cow milk,,Q10988133
ckutten,quince,,Q2751465
cla,chicken feet,warningANIMAL,Q41384
claa,pig's trotters,warningANIMAL,Q17118905
claen,claw,warningANIMAL,Q217605
clar,egg white,,Q796758
clehebletterr,Trifolium,,Q101538
cleiben,bran,,Q188672
clobelauch,garlic,,Q21546392
clobelovch,garlic,,Q21546392
cloczen,dried pear,,Q1774262
cloeczen,dried pear,,Q1774262
clovbelovch,garlic,,Q21546392
cmoney,cinnamon,,Q28165
cobeben,cubeb,,Q161927
codiment,sauce,,Q178359
codimenten,sauce,,Q178359
coliander,coriander,,Q20856764
compest,pickle,,Q1503784
compost,pickle,,Q1503784
condament,sauce,,Q178359
condiment,sauce,,Q178359
condimente,sauce,,Q178359
condimenten,sauce,,Q178359
condimentt,sauce,,Q178359
condinent,sauce,,Q178359
confect,candy,,Q185583
confekcht,candy,,Q185583
copij,unsolved,,Q0
coriander,coriander,,Q20856764
corianders,coriander,,Q20856764
coriandri,coriander,,Q20856764
coriannder,coriander,,Q20856764
cost,costus,,Q133082
costum,costus,,Q133082
crametber,juniper berry,,Q3251025
craut,herb,warningKONTEXT,Q207123
crautt,herb,warningKONTEXT,Q207123
crawt,herb,warningKONTEXT,Q207123
crawtt,cabbage,,Q35051
crebeswort,unsolved,,Q0
crebis,crayfish,,Q210959
crebissen,crayfish,,Q210959
crebisz,crayfish,,Q210959
crebs,crayfish,,Q210959
crebs buche,crayfish belly,,Q107246475
crebs scheren,crayfish pincers,,Q107246478
crebs swentz,crayfish tail,,Q107246480
crebsen,crayfish,,Q210959
crebszenn,crayfish,,Q210959
cren rethich,horse radish,,Q2964630
creps,crayfish,,Q210959
crepsen,crayfish,,Q210959
crissillper,gooseberry,,Q41503
crudes,herb,warningKONTEXT,Q207123
cruedes,herbaceous plant,warningKONTEXT,Q190903
cubebe,cubeb,,Q161927
cubeben,cubeb,,Q161927
cubebn,cubeb,,Q161927
cybeben,raisin,,Q11730807
cymenrintten,cinnamon,,Q28165
cymerintten,cinnamon,,Q28165
cymerinttin,cinnamon,,Q28165
cymey,cinnamon,,Q28165
cyminum,caraway,,Q22978145
cymmenrintten,cinnamon,,Q28165
cymmepluet,cassia buds,,Q162882
cymmepuluer,cinnamon,,Q28165
cymmerintten,cinnamon,,Q28165
cymmerinttenpuluer,cinnamon,,Q28165
cymmerinttin,cinnamon,,Q28165
cymon,cinnamon,,Q28165
cynamomi,cinnamon,,Q28165
cynamon,cinnamon,,Q28165
cynamoniu,cinnamon,,Q28165
cynamonium,cinnamon,,Q28165
cynemirintten,cinnamon,,Q28165
cynemirintten,cinnamon,,Q28165
cynom,cinnamon,,Q28165
cynomon,cinnamon,,Q28165
cynomonen,cinnamon,,Q28165
cyperos,Cyperus rotundus,,Q1391422
cyrmalen,pistachio nut,,Q14959225
cyrmalln,pistachio nut,,Q14959225
cyrmallnuss,pistachio nut,,Q14959225
cyrmalnuesz,pistachio nut,,Q14959225
cyrmalnueszen,pistachio nut,,Q14959225
cyterpawm pletter,lemon leaf,,Q68354517
cytrin eppfel,unsolved,,Q0
cyttereppffel,unsolved,,Q0
cyttern,lemon leaf,,Q68354517
cytterneppfel,unsolved,,Q0
cytterpletter,lemon leaf,,Q68354517
cyttwar,zedoary,,Q206733
cytwar,zedoary,,Q206733
czaegell,crayfish tail,warningANIMAL,Q107246480
czaegellnn,crayfish tail,warningANIMAL,Q107246480
czaegelnn,crayfish tail,warningANIMAL,Q107246480
czagel,tail,warningANIMAL,Q60960
czagelpirn,pear,,Q13099586
czagels,eel tail,warningANIMAL,Q107261747
czeagl,tail,warningANIMAL,Q60960
czeger,cheese,warningKONTEXT,Q10943
czelltlein,gingerbread for sauce,,Q1468150
czibellen,onion,,Q3406628
cziger,cheese analogue,warningKONTEXT,Q1568226
czimend plueed,cassia buds,,Q162882
czimer rinten,cinnamon,,Q28165
czimerinten,cinnamon,,Q28165
czimerrindten,cinnamon,,Q28165
czimerrinten,cinnamon,,Q28165
czimerrintten,cinnamon,,Q28165
czimetan,cinnamon,,Q28165
czimey,cinnamon,,Q28165
czimmerrintten ,cinnamon,,Q28165
czinmit pluot,cinnamon,,Q28165
cziserr,garden pea,,Q29472543
czittwar,zedoary,,Q206733
czitwar,zedoary,,Q206733
czmetain,cinnamon,,Q28165
czmetan,cinnamon,,Q28165
czmetan,unsolved,,Q0
czucker,unrefined cane sugar,,Q57656231
czücker,unrefined cane sugar,,Q57656231
czuckerr,unrefined cane sugar,,Q57656231
czukher,unrefined cane sugar,,Q57656231
czuckers,unrefined cane sugar,,Q57656231
czuckerß,unrefined cane sugar,,Q57656231
czuckker,unrefined cane sugar,,Q57656231
czuebelen,onion,,Q3406628
czuecker,unrefined cane sugar,,Q57656231
czueckker,unrefined cane sugar,,Q57656231
czuekcher,unrefined cane sugar,,Q57656231
czuekcher puluer,powdered sugar,,Q151070
czuekcherpuluer,powdered sugar,,Q151070
czuekerpuluer,powdered sugar,,Q151070
czugker,unrefined cane sugar,,Q57656231
czuibelen,onion,,Q3406628
czukch,unrefined cane sugar,,Q57656231
czukcher,unrefined cane sugar,,Q57656231
czukcher puluer,powdered sugar,,Q151070
czukcherpulluer,powdered sugar,,Q151070
czukcherpuluer,powdered sugar,,Q151070
czukcherpuluers,powdered sugar,,Q151070
czukchers,unrefined cane sugar,,Q57656231
czuker,unrefined cane sugar,,Q57656231
czukker,unrefined cane sugar,,Q57656231
czukerrs,unrefined cane sugar,,Q57656231
czukers,unrefined cane sugar,,Q57656231
czülbellen,onion,,Q3406628
czung,tongue,warningANIMAL,Q9614
czunge,tongue,warningANIMAL,Q9614
czungen,tongue,warningANIMAL,Q9614
czw nentplued,cassia buds,,Q162882
czwcker,unrefined cane sugar,,Q57656231
czwiböl,onion,,Q3406628
czwiböl,onion,,Q3406628
czwibollen,onion,,Q3406628
czwiboln,onion,,Q3406628
czwieuol,onion,,Q3406628
czwifalen,onion,,Q3406628
czwifall,onion,,Q3406628
czwifaln,onion,,Q3406628
czwifel,onion,,Q3406628
czwifell,onion,,Q3406628
czwifelnn,onion,,Q3406628
czwiffaln,onion,,Q3406628
czwiffel,onion,,Q3406628
czwiffell,onion,,Q3406628
czwiffol,onion,,Q3406628
czwiual,onion,,Q3406628
czwiualen,onion,,Q3406628
czwiuall,onion,,Q3406628
czwiuol,onion,,Q3406628
czwiuol saff,onion juice,,Q104176807
czwiuolen,onion,,Q3406628
czwiuolij,onion,,Q3406628
czwiuoll,onion,,Q3406628
czwiuollen,onion,,Q3406628
czwiuoln,onion,,Q3406628
czwiuolnn,onion,,Q3406628
czwyuel,onion,,Q3406628
czy[m]menryden,cinnamon,,Q28165
czymarinden,cinnamon,,Q28165
czymed plueed,cassia buds,,Q162882
czymen,cinnamon,,Q28165
czymenryden,cinnamon,,Q28165
czyment,cinnamon,,Q28165
czymerrrintten,cinnamon,,Q28165
czymey,cinnamon,,Q28165
czymitrinden,cinnamon,,Q28165
czimmanrinten,cinnamon,,Q28165
czymmenrynden,cinnamon,,Q28165
czymmerintten,cinnamon,,Q28165
czymmerrintten,cinnamon,,Q28165
czymoen,cinnamon,,Q28165
czymon plued,cassia buds,,Q162882
czynamoniu,cinnamon,,Q28165
czynamonium,cinnamon,,Q28165
czyrmalnuess,pistachio nut,,Q14959225
czyttwar,zedoary,,Q206733
dachs hut,badger skin,,Q15804366
dactile,date,,Q1652093
daerm,intestine,warningANIMAL,Q9639
darm,intestine,warningANIMAL,Q9639
darm in dem visch,fish intestine,,Q96756279
darm von demselben castron,sheep intestine,,Q107246739
darme,intestine,warningANIMAL,Q9639
darmen,hindgut,warningANIMAL,Q11083
darmm,intestine,warningANIMAL,Q9639
date,date,,Q1652093
datel,date,,Q1652093
dattel,date,,Q1652093
dau,dew,,Q41097
dauben,pigeon,,Q83363036
daue menten,crisped mint,,Q61923338
dauementen,crisped mint,,Q61923338
daümenten,mint,,Q27640062
daz awzzerst von den wein reben,grapevine shoot tip,,Q107263045
daz da gleich zu voderst an der weinreben ist,grapevine shoot tip,,Q107263045
deck von teig,dough sheet,,Q107261744
deckel,dough sheet,,Q107261744
dehoragine,borage,,Q147075
deick,dough,warningKONTEXT,Q178024
deig,dough,warningKONTEXT,Q178024
deiglin,batter,,Q29493
deiment,common thyme,,Q3215980
dekch von ainem taig,dough sheet,,Q107261744
derm,eel intestine,,Q107261746
derme,intestine,warningANIMAL,Q9639
deuewementen,crisped mint,,Q61923338
deüwemente,crisped mint,,Q61923338
deüwementen,crisped mint,,Q61923338
deych,dough,warningKONTEXT,Q178024
deyg,dough,warningKONTEXT,Q178024
deyge,dough,warningKONTEXT,Q178024
deygelin,dough,warningKONTEXT,Q178024
deyge von eyeren,egg dough,,Q107262035
deyme,crisped mint,,Q61923338
deymenten,crisped mint,,Q61923338
dialtea,marsh mallow,,Q158496
dicher,goose thigh,,Q107262385
dicke von der mandel milich,almond,,Q184357
dictam,white dittany,,Q157755
diech,goose thigh,,Q107262385
dinkel,spelt,,Q158767
diptam,white dittany,,Q157755
diptamus,white dittany,,Q157755
diptan,white dittany,,Q157755
